,index,body,Target,Date,I(positive),I(neutral),I(negative),I(positive)*score,I(neutral)*score,I(negative)*score
2250,38682,short term tesla bulls set up to be castrated and made into obedient oxen next week tesla,0,2017-10-20 19:35:17,0,1,0,0.0,0.803726851940155,0.0
2251,23399,hi its time to tweet something tesla,0,2018-06-29 21:11:56,0,0,1,0.0,0.0,0.7622069716453552
2252,19261,bellissima prosecco is premium prosecco distributed by iconic brands and was at the golden globes tonight icnb is the stock symbol an incredible 12 cent per share amzn tesla wmt tgt nvda spy gld ebay aapl fb twtr gs s goog dis ibm msft bidu vzadbe,1,2018-01-08 02:51:22,1,0,0,0.9669604301452637,0.0,0.0
2253,37575,lol hey at least you had fun thank you for the responsetsla,0,2018-12-29 21:39:19,0,1,0,0.0,0.7816540598869324,0.0
2254,10968,isis googl tesla thursday morning reads 6415 update from option millionaires stock options chatroom stoc,0,2015-06-04 12:01:44,0,1,0,0.0,0.9120407700538635,0.0
2255,3502,spy iwm aapl twtr feye tesla and more read our ideas here,1,2015-02-12 16:03:44,0,0,1,0.0,0.0,0.8984228372573853
2256,21558,tesla just sold 164 ah is the place to sell,0,2016-02-10 21:45:52,0,1,0,0.0,0.5823309421539307,0.0
2257,2269,6 months wait for parts are normalcanceltsla,0,2018-11-09 02:37:44,0,1,0,0.0,0.5497879385948181,0.0
2258,20485,just in case you missed them todays ah earnings releases tesla fit sq rig lb jack hpq leggo staygreen,1,2017-02-22 20:29:01,0,0,1,0.0,0.0,0.49539196491241455
2259,14124,expe smashed earnings up huge after hours same for tesla amzn up big after hours too get long qqq call options tomorrow,0,2016-02-10 23:44:23,0,1,0,0.0,0.7800042629241943,0.0
2260,3460,try our swing trading service built for individuals who want to trade longerterm timeframes around their fulltime careers find out more here amzn nvda tesla baba,1,2018-09-04 23:55:06,0,1,0,0.0,0.8205066323280334,0.0
2261,4962,bwaaa oh christopher despite eveidence to the contrary christopher remains delusional tesla tslaq,1,2018-08-13 15:38:48,0,1,0,0.0,0.62223881483078,0.0
2262,14452,have you driven tested the product no scam you want scam look at baba all great cos take time tesla,1,2015-02-12 04:16:48,0,1,0,0.0,0.7486110329627991,0.0
2263,396,tesla new product line solar storage battery power microgrids in the limelight 745651teslamotorsnewproductlinedebutsinaprilhtm tesla scty sune fcau ttm abb,0,2015-03-31 11:09:46,0,1,0,0.0,0.8794381618499756,0.0
2264,9172,report of leaked musk email shows tesla falling short of firstquarter model 3 production target tesla teslamaking2000model3sperweekreport20184 via,0,2018-04-02 17:21:49,1,0,0,0.8252028822898865,0.0,0.0
2265,23367,tesla max pain is 22000 for maturity 01202017 prev close 22959,1,2017-01-14 01:08:48,0,0,1,0.0,0.0,0.4870716333389282
2266,2322,based on an anonymous source who also says that tesla is looking for a local partner to investbased on an anonymous sourceelon tom randall pinocchiotsla tslaq tesla,1,2018-08-01 15:35:16,0,1,0,0.0,0.8721105456352234,0.0
2267,35721,tesla lets close at 300 and open monday at 280,1,2018-08-17 13:47:02,0,0,1,0.0,0.0,0.9230109453201294
2268,24200,tesla grabs top position in owner satisfaction survey by consumer reports tslareliabilityownersatisfactioncarbrandsrankedbyownersatisfaction,0,2017-12-21 16:17:35,0,1,0,0.0,0.6570064425468445,0.0
2269,3193,real time trade alerts via private twtr feed perfect for people w ft jobs and trade parttime take the free trial amzn nflx fb tesla,0,2016-05-28 21:16:34,0,1,0,0.0,0.8849495053291321,0.0
2270,19837,tesla huge breakout on all time frames,0,2017-07-24 13:39:47,1,0,0,0.54463791847229,0.0,0.0
2271,19210,tesla is currently 28690,1,2018-07-30 16:57:49,0,0,1,0.0,0.0,0.7685019969940186
2272,10477,tesla motors inc is going all out to reduce battery cost tesla motorsinctslaisgoingallouttoreducebatterycost tesla,0,2015-06-18 12:27:56,0,1,0,0.0,0.874612033367157,0.0
2273,31573,the morning dump iphone aapl goog orcl tesla amzn cloud airbnb maps pokemon battery,1,2016-09-16 15:18:14,0,1,0,0.0,0.904883861541748,0.0
2274,20503,tesla should get a scrambling to cover if this takes out 358s but so far not making it easy,1,2018-08-10 15:54:56,0,1,0,0.0,0.48963311314582825,0.0
2275,11222,we already know tesla has yet to produce 2k a week so please disregard any nonsense talk from musk tesla,0,2018-05-02 12:41:52,0,0,1,0.0,0.0,0.8461079001426697
2276,15751,breaking sec investigating tesla for possible securities law breach after not notifying investors of fatal autopilot accident dj,1,2016-07-11 20:18:13,0,1,0,0.0,0.8308482766151428,0.0
2277,28749,eric branderiz sells 1736 shares of tesla inc tesla stock,0,2017-12-01 07:40:25,0,1,0,0.0,0.862502932548523,0.0
2278,16341,via eddyelfenbein for a supergenius elon musk sure does a lot of dumb things tesla,1,2018-08-08 14:03:24,0,1,0,0.0,0.9013178944587708,0.0
2279,17919,tesla i am 100 confident we r going sub 200 here,0,2015-10-20 18:18:54,1,0,0,0.7137839794158936,0.0,0.0
2280,25672,adam jonas thinks that tesla being worth just 15 billion including dilution is the worst case scenario oh irony,1,2015-03-12 20:15:27,0,1,0,0.0,0.41955193877220154,0.0
2281,11237,tesla 2ndquarter global sales rose 25 to 14370 less than the 17000 it had expected tesla,1,2016-07-04 01:27:23,0,1,0,0.0,0.6619440913200378,0.0
2282,33934,anecdotal report from kenken got dogpiled by tesla fans for three pages after reporting his 3 died he followed up with detail and shut them upthe interesting tidbit is the dublin sf service center has 300 teslas in backlog,1,2018-07-11 05:44:08,0,0,1,0.0,0.0,0.8725688457489014
2283,32398,rt nflx hft algos triggered sell in sigmax crossfinder ats lx 0925 pt 9800 quant msft fb gpro amzn fb goog tesla aapl qqq,0,2015-09-21 13:26:25,0,0,1,0.0,0.0,0.76055508852005
2284,21992,tesla jul 315 calls buying activity,0,2017-07-07 16:33:45,0,0,1,0.0,0.0,0.8078372478485107
2285,17431,tesla never told anyone of downtime in their last forecasts deliveries have been woeful with quality worse and people believe this shit,1,2018-03-12 17:47:23,0,1,0,0.0,0.7267359495162964,0.0
2286,31735,twtr tesla i simply dont have to chase every single dollar on these stocksas long as i get decent returns on the majority of my capital,0,2015-04-08 17:41:00,0,1,0,0.0,0.6312273144721985,0.0
2287,33960,residential batteries the story did not start with tesla will not end with tesla batteriesteslav65fgup9roatwitter,1,2016-08-12 21:53:40,1,0,0,0.5308603048324585,0.0,0.0
2288,9761,boy did i ever buy some tesla at the wrong time,0,2017-07-17 14:33:22,0,1,0,0.0,0.8845391869544983,0.0
2289,36821,tesla right understand trends much,1,2018-07-01 19:47:15,0,1,0,0.0,0.580525815486908,0.0
2290,8354,aapl should partner with musk tesla would never have to tap the capital markets again,1,2016-10-19 18:13:32,0,0,1,0.0,0.0,0.8853947520256042
2291,21283,tesla the good news is tesla is reducing employee salary costs with the reduction in accounting and finance executives the bad news is anyone who has seen the actual financials quits their job you decide the likely outcome,1,2018-09-12 20:16:18,0,1,0,0.0,0.5824860334396362,0.0
2292,16615,when i said 5 pure evs from vw i meant the vw brand also coming are 3 audis 3 porsches in next 4 yrs tesla faces 40 bevs,1,2016-09-17 13:41:38,0,1,0,0.0,0.7948596477508545,0.0
2293,38864,elon musk will reveal the release date of the tesla model 3 on sunday which already has more than 400k preorders,0,2017-06-30 13:21:15,0,1,0,0.0,0.8629488348960876,0.0
2294,34031,if you want to boil down the cnbc article on tesla its this they really have no idea of what they are doing not really not like toyota or mb for example this is why they bleed cash and have negative margins its not a debatable statement though some will try,0,2018-06-01 17:02:04,0,0,1,0.0,0.0,0.6937374472618103
2295,29333,saudis against the tesla short sellers,1,2018-08-07 16:40:41,0,1,0,0.0,0.7971302270889282,0.0
2296,22352,oh yawning the humanitytsla,0,2018-05-23 21:34:22,1,0,0,0.6115429401397705,0.0,0.0
2297,12372,i mean seriouslywhat healthy 50b company and healthy management screws their car wash sub contractors over christmas and what 500 sp obsessed tesla owner and stock holder and referral link pimping person doesnt give a shit with even a like or a rt tesla,0,2018-12-31 13:42:34,0,1,0,0.0,0.8941411375999451,0.0
2298,22110,via tommythornton please ask relevant questions considering hes on the board of tesla tesla,1,2018-09-17 14:26:22,0,1,0,0.0,0.9001449942588806,0.0
2299,30292,teslas gigafactory is a sickly shadow of the gigavision teslasgigafactorysicklyshadowgigavisionsourcefeedf tesla,1,2016-12-06 17:32:45,0,0,1,0.0,0.0,0.9102007150650024
2300,18291,morgan stanley warns on chip stocks adding to bearish tech callandresearchmorganstanleywarnsonchipstocksaddingtobearishtechcall tesla amzn aapl,1,2018-08-10 00:00:01,1,0,0,0.49106869101524353,0.0,0.0
2301,7616,via eddyelfenbein tesla is a hope stock that is just not real fund manager says isahopestockthatisjustnotrealfundmanagersayshtml tesla,1,2018-08-28 13:45:14,0,1,0,0.0,0.9379341006278992,0.0
2302,3049,fly fly leasing ltd eod dataclick here fly tesla fv sco fly tradeideas nasdaq,0,2015-05-20 16:37:06,0,1,0,0.0,0.8365512490272522,0.0
2303,36617,we have the rebirth of the interest to the lithium industry on the investors radar screens these days tesla lit,0,2015-06-12 17:54:08,0,0,1,0.0,0.0,0.8577722907066345
2304,475,5 ways to add solar energy to your portfoliofslr jaso scty tan tesla spwr,0,2016-01-27 15:00:26,1,0,0,0.4806567430496216,0.0,0.0
2305,21176,watch a tesla solar roof being dismantled in first responder training video electrek tesla tesla tslaq,1,2018-07-26 14:00:22,0,1,0,0.0,0.7705557346343994,0.0
2306,23022,tesla the cnbc personality has a warning for those waiting for the hammer to be dropped on ceo elon musk cramerteslainctslaceotweetwillnotreceivesec,1,2018-08-14 14:45:12,0,1,0,0.0,0.5654352307319641,0.0
2307,35533,tesla hey big d loook at tesla nowplay back that podcast,1,2017-02-14 02:20:34,1,0,0,0.9280548691749573,0.0,0.0
2308,34882,for solidstate batteries you almost certainly need a fab and not a traditional battery factory tesla,1,2015-03-16 14:42:41,0,1,0,0.0,0.8560865521430969,0.0
2309,928,big props to and on designing the safest suv ever my wife was rear ended hit run in miami today she was shaken but should be ok first responders said as soon as they heard to look for a white tesla they knew shed be ok thanks guys,1,2018-09-14 18:26:23,0,1,0,0.0,0.6698177456855774,0.0
2310,12484,dont complain that i didnt warn you about tesla and elon musk coming to chile for lithium lit tesla,1,2017-12-31 14:51:08,0,0,1,0.0,0.0,0.7536280751228333
2311,32190,excellent thread here only thing i would add is that many of tslas largest supply contracts are likely takeorpay so tesla has no choice but to convert those parts into cars and then hope the cars sell if demand strong then fine but if demand weak then catastrophic,1,2018-07-25 22:23:34,0,1,0,0.0,0.8720332980155945,0.0
2312,37872,via gerberkawasaki at this point morgan stanley and goldman sachs are desperately trying to get elon to give them a piece of the 60 mil in fees to go private get ready for some notable upgrades from the ib my bet morgan stanley is first tesla tesla,1,2018-08-10 22:48:33,0,0,1,0.0,0.0,0.6120645403862
2313,19687,tesla can head into 270,1,2017-03-16 13:48:03,0,1,0,0.0,0.8938287496566772,0.0
2314,7886,gld spdr gold trust shares filingsgld tesla blue fb gld investing investing,0,2015-06-23 00:38:03,0,1,0,0.0,0.8942232131958008,0.0
2315,19732,that star on tesla is looking primed for a bounce,1,2018-09-29 00:10:33,0,1,0,0.0,0.9369282126426697,0.0
2316,9559,imagine if tesla could deliver 200k cars profitably,1,2018-07-06 04:23:44,0,1,0,0.0,0.9256088733673096,0.0
2317,30870,wall street tours the tesla factoryand loves what it sees tsla0314wallstreettourstheteslafactoryandloveswhatitseesupgrades soonqqq,0,2016-03-15 03:56:41,0,1,0,0.0,0.6016314625740051,0.0
2318,34339,dougherty drops tesla price target from 500 to 375 tesla,0,2017-04-20 21:22:21,0,1,0,0.0,0.9257474541664124,0.0
2319,16851,tesla doesnt care too much,1,2016-09-16 15:14:03,0,1,0,0.0,0.8137660622596741,0.0
2320,5780,tesla dj vu investors will have the option at any time to convert to shares but only if teslas stock is at 360,0,2015-05-07 15:58:59,0,0,1,0.0,0.0,0.6860188841819763
2321,36430,tslafinal word on tesla autopilot safety it worksautopilotscrashavoidancefewerclaimsiihs,1,2018-08-07 13:41:05,0,1,0,0.0,0.427448570728302,0.0
2322,24180,elon is capable of anything is both the bull and bear case tesla,0,2018-11-04 01:10:02,0,1,0,0.0,0.5751967430114746,0.0
2323,457,tesla bulls who were on about elon for years saying this should send the stock back up to where it was before the whole debacle like losing elon is no change,1,2018-09-29 22:17:58,0,1,0,0.0,0.6697897911071777,0.0
2324,18859,all companies worry that their new hyped new products will have glitches but for tesla the pressure is stronger,0,2017-08-02 01:27:04,0,0,1,0.0,0.0,0.5895084142684937
2325,5233,why youre going broke daytrading opening range breakout strategy rr 12tsla 5min 3 periodlook back 4 mondays 1112 1233 of 41126h 33280 l 32500range 780range break 33282bias longstop 32499target 1560 exit 34842result win 1130,0,2018-12-10 13:40:04,0,1,0,0.0,0.9018518328666687,0.0
2326,5286,tesla tesla protip elon musk does not know the second quarter production numbers its the 2nd week of june and theres still about 20 of the second quarter to go,0,2018-06-14 11:05:16,0,1,0,0.0,0.5383202433586121,0.0
2327,21895,enrt last price updated friday february 13 2015 044548 am hbrm rcha tesla pmcb,1,2015-02-13 10:32:06,0,1,0,0.0,0.5816220641136169,0.0
2328,21461,tesla bulls find another reason to cheer company tesla bullsfindanotherreasontocheercompany20170227,1,2017-02-27 18:53:38,0,1,0,0.0,0.609626829624176,0.0
2329,13299,tesla tonight it has beat 2 out of the last 4 qtrs but we know no one cares about the missbeat tesla,0,2018-05-02 19:46:39,0,1,0,0.0,0.8142719268798828,0.0
2330,19354,date international ltd day lowdate altr uri tesla date nasdaq stockmarket,0,2015-05-31 20:35:19,1,0,0,0.953423798084259,0.0,0.0
2331,28431,tesla bot wkly 190 puts assorted cost basis 78,1,2016-09-14 14:45:08,0,0,1,0.0,0.0,0.7207632660865784
2332,31175,agree walls are closing in on tesla tslaq,1,2018-08-25 19:47:14,0,1,0,0.0,0.8801475763320923,0.0
2333,1219,spx 272670 is key demarcation it sails272879 to north2721 to southboomboom makeitso knowyourlevels makemoney makeitrain workurplan boomboompatience swingtradendx dia spx spy qqq iwm ndx cvs tesla fb aapl amzn nvda nflx goog fang,1,2018-07-05 16:02:07,0,1,0,0.0,0.9126061201095581,0.0
2334,28987,tesla tesla motors announces 70d model s says goodbye to 60 xrefnewsalerttweetadw1126416,0,2015-04-08 11:56:02,0,1,0,0.0,0.742782473564148,0.0
2335,17720,shouldnt they focus on building cars first tesla,0,2016-06-21 21:15:48,0,1,0,0.0,0.5557012557983398,0.0
2336,23258,no not really just orient yourself around ai industry learn about machine learning data modelling computing power then u will c dont listen to others just try to learn especially if u r shorting tesla,0,2018-10-04 11:17:22,0,1,0,0.0,0.6109945774078369,0.0
2337,23994,tesla shorts will get more squeeze next 10 days,0,2016-03-21 11:03:09,1,0,0,0.9494579434394836,0.0,0.0
2338,31975,given tesla cars run into parked fire trucks what could possibly go wrong with this crazy idea,0,2018-06-14 14:47:32,0,0,1,0.0,0.0,0.858689546585083
2339,28601,tesla live report from 3q17 call musk mumbles incoherently analysts scramble to comprehend,0,2017-11-01 21:57:02,0,1,0,0.0,0.8708269596099854,0.0
2340,36054,example of fisker karma for sale 50 off new price with only 736 miles tesla resale will collapse after bankruptcy,1,2016-07-13 23:46:02,0,0,1,0.0,0.0,0.8222178816795349
2341,28317,tesla tesla motors inc day hightsla rdsh rsx ashr tesla stocks finance,0,2015-05-30 01:47:04,0,1,0,0.0,0.5835129618644714,0.0
2342,30229,tesla so someone meeting with the board about a buyout at this point has them over a barrel why would anyone offer 420 now maybe liquidating value of assets after all obligations paid,1,2018-08-09 21:45:03,0,1,0,0.0,0.7025845646858215,0.0
2343,23950,tesla your tweet has been featured on market parse for iphone,1,2015-03-07 21:30:34,1,0,0,0.6038262844085693,0.0,0.0
2344,2290,smoke the ask tesla,0,2018-10-29 20:56:48,0,1,0,0.0,0.5785371661186218,0.0
2345,33081,i have never seen a bigger idiot in my life tesla,1,2018-08-02 04:16:32,0,1,0,0.0,0.6767374873161316,0.0
2346,31595,room closed the tesla 275 calls from yest for 200350 profits this morning rolled out for free and added some baba calls,1,2017-03-28 14:15:30,0,1,0,0.0,0.8563855886459351,0.0
2347,33049,one week tesla tesla,1,2018-08-15 14:52:32,0,1,0,0.0,0.45030805468559265,0.0
2348,34408,hot wheels puts a tesla model s in your pocket from tesla invest,0,2015-06-22 12:02:33,0,1,0,0.0,0.8160441517829895,0.0
2349,16421,why gms 2q17 earnings couldnt impress investors p2227438 gm f tesla fcau,0,2017-07-26 15:19:45,0,1,0,0.0,0.8864622116088867,0.0
2350,4815,is this an elon subtweet tesla,0,2018-10-10 19:59:14,1,0,0,0.8418682813644409,0.0,0.0
2351,29112,rt nflx algos triggered sell in sigmax crossfinder ats lx 0908 pt 33500 goog fb amzn tesla gpro baba aapl qqq quant hft,1,2015-01-05 14:08:57,0,0,1,0.0,0.0,0.545132577419281
2352,12477,lmfao tesla can blast em into outer space but cant change a flat with a common jack,0,2018-04-26 19:14:39,0,1,0,0.0,0.8061456084251404,0.0
2353,4,seekingalpha chevrolet bolt vs tesla model s will gms 30000 price advantage matter chevroletboltvsteslamodelswillgms30000priceadvantagemattersourcefeedf tesla gm,1,2016-10-24 12:31:08,0,1,0,0.0,0.49352729320526123,0.0
2354,23923,the vast majority of deliveries now happen in 10 daysthis significant improvement has financial implications that i estimate in tens of billions of dollars tesla notsellingasharebefore2500,0,2018-12-21 01:44:58,0,1,0,0.0,0.5947023034095764,0.0
2355,8961,50 million americans say their next car will be an electricvehicle according to aaa read here tesla teslamotors elonmusk,0,2018-05-09 20:10:55,0,1,0,0.0,0.5217417478561401,0.0
2356,16841,tesla disrupting the automotive industry with extreme manufacturing scrum was being used successfully for hardware teslas factory is in fact a build server produce iterations of a vehicle with each product development sprinttesla,1,2018-07-31 16:55:43,0,1,0,0.0,0.8369266390800476,0.0
2357,1668,theres literally hundreds of tesla ownersvictims suing you at this very moment bc you wont let them return their tesla lemons after countless failed service attempts,0,2018-10-19 13:49:38,0,1,0,0.0,0.9170585870742798,0.0
2358,21794,how do u know if you are a aggressive investor if you use your bitcoins to buy shares of tesla,0,2017-05-30 15:09:17,1,0,0,0.9074748754501343,0.0,0.0
2359,35380,you missed a section accounts payable is greater than that alone so theyre just not going to pay any bills unless they are fcf the situation only gets worse from here even if tesla chooses to realize some of that deferred rev from a fsd release,1,2018-09-15 15:55:22,0,1,0,0.0,0.7563080787658691,0.0
2360,36473,tesla currently produces less than 14 the number of model 3s per week elon said they would by the end of 2017 and right before a 18b bond deal i think a case is pretty easy,0,2018-10-17 19:49:44,0,0,1,0.0,0.0,0.7276569604873657
2361,26824,i am overleveraged as always and too late for me the only thing between me and the next margin call is 290i am super confident that 300 will holdtsla,1,2018-07-05 17:02:43,1,0,0,0.9556936025619507,0.0,0.0
2362,6887,in the famous words of robin williams i have one word for you hindenburg tesla,1,2017-02-23 15:25:00,0,1,0,0.0,0.7336074709892273,0.0
2363,30944,services and other gross loss 1176mm tesla,0,2018-05-02 20:24:17,0,1,0,0.0,0.7719780802726746,0.0
2364,30376,i dont see any information about how spacex is governed as a private co control is split between musk and vcs and if vcs have any say they would not approve endangering one semihealthy musk venture to bail him out on others tesla,1,2018-08-13 16:58:50,0,1,0,0.0,0.9000864028930664,0.0
2365,39612,5000 profit from one of our membersbegin your year trading with usjoin us atteamtopstockalertscomgm kr amd luv yelp pypl ba amd cat tesla rl urbn atvi dhr c aapl dwdp mmp snap itw wm nvda slb googl msft fb spy qqq iwm eem v fit x,1,2018-01-01 15:00:25,1,0,0,0.959709644317627,0.0,0.0
2366,4201,dont invest in dead ducks tesla,1,2016-09-02 19:16:03,0,1,0,0.0,0.867214024066925,0.0
2367,5961,margin call time yet spy tesla fb cat aapl rig,0,2017-05-04 16:31:07,0,0,1,0.0,0.0,0.5846569538116455
2368,31512,its bad enough that this dope keeps a 317 target on a scammy bubblestock now the dumb fuck asks if 341 is a buying opportunitytsla,0,2017-10-03 11:39:15,1,0,0,0.9587498903274536,0.0,0.0
2369,8049,tesla buy at 309 this morning made a lot of sense,1,2018-07-13 14:58:19,0,1,0,0.0,0.680530846118927,0.0
2370,2645,f recent news updated saturday january 30 2016 055925 am ibb twtr tesla uup,0,2016-01-30 11:17:07,0,1,0,0.0,0.8763728737831116,0.0
2371,33807,0815 the top scored health care company is immune design corpimdz scored at 9698key words report loss down market buy stock positive impressive expectingamd btc innovation blockchain aagc tesla machinelearning aapl market spy crypto fb rbiz,1,2018-08-15 12:03:02,0,1,0,0.0,0.928307294845581,0.0
2372,30244,tesla ive been buying a few 345 puts this am cost basis 201 small position,0,2017-08-30 15:54:15,1,0,0,0.6348840594291687,0.0,0.0
2373,1000,burn hollywood burn i smell a riotgoin on first theyre guilty now theyre gonetslainsurancesecured,1,2018-08-24 02:30:35,0,1,0,0.0,0.890543520450592,0.0
2374,8021,sorry but 2yrs ago is not today not even softbank would touch tesla,1,2018-08-13 14:54:47,1,0,0,0.5471716523170471,0.0,0.0
2375,14756,tesla lots of false positives and false negatives on daily candlesticks it is best to avoid paying too much attention,1,2017-02-16 19:14:43,0,0,1,0.0,0.0,0.512811005115509
2376,28616,by 18 will be the world leader in lithium hydroxide supply not alb not fmc tesla cathode requires lioh not co3,0,2017-04-03 14:04:15,0,1,0,0.0,0.5644832849502563,0.0
2377,772,bmw tesla lower prices in china amid tariff decreasetsla bmw tradewarteslalowerpricesinchinaamidtariffdecreasenewsdetails46097830,0,2018-12-15 20:01:53,1,0,0,0.5868644714355469,0.0,0.0
2378,28585,hey tesla ladies elons ap does not spot trucks busses etc be careful california sales april 24,0,2017-07-07 15:06:39,0,0,1,0.0,0.0,0.5210415124893188
2379,14917,does reading seeking alpha really help beat the market a 5year metaanalysis arna nflx tesla biod bofi vvus,1,2015-03-11 01:31:39,0,1,0,0.0,0.8286352753639221,0.0
2380,20490,if thought the q1 call questions were tough i dont know how hes gong to get through the q2 call i expect lots of cocaine and lots of youtube tesla tslaq,1,2018-07-23 01:01:13,0,1,0,0.0,0.6472139954566956,0.0
2381,33988,models everywhere in toronto these sales must be accelerating tesla realnews,1,2018-01-19 20:11:44,0,1,0,0.0,0.6108153462409973,0.0
2382,12214,tesla this conference call is by far the worst i have heard in a long time musk backtracks on gaap profit now,1,2015-02-12 01:03:58,0,1,0,0.0,0.7114303112030029,0.0
2383,18670,market update video analysis forecast on tesla wba nasdaq by with trading zones for week 24 oct,1,2016-10-22 20:50:13,0,1,0,0.0,0.5664146542549133,0.0
2384,7969,portfolio update 427 overall 11 today been crazy how the volatility is so high overall spy tesla djia tdt snc stocks,1,2015-03-17 17:28:20,0,1,0,0.0,0.8411298394203186,0.0
2385,27548,tesla entered next week 280 calls small positionu might get bit cheaper than 95 centsi m trying to scale in here so that i dont miss,0,2015-09-17 15:17:00,0,0,1,0.0,0.0,0.6053580045700073
2386,32422,great call on tesla puts from thanks brother only got 1 but it was still a nice payday,0,2018-12-17 14:47:19,0,0,1,0.0,0.0,0.8289582133293152
2387,277,technology stocks are getting ready to go higher plus much more stocksaregettingreadytogohigher via stocks tesla model3 tesla acad nflx netflix amzn amazon spy xlk jpm c nvda,0,2018-04-12 22:11:50,0,1,0,0.0,0.5303988456726074,0.0
2388,18137,pretty comfortable holding my positions over the weekend twtr amd hd baba jd tndm keeping cmg celg shop tesla on radar next week,0,2017-11-17 20:24:24,0,1,0,0.0,0.8030104637145996,0.0
2389,32447,lithium catalyst google gets into battery arms race goog aapl tesla lit ilhmf,0,2015-04-15 14:01:06,0,0,1,0.0,0.0,0.7404589056968689
2390,25642,tesla cant achieve 30 gross margins when employees strike win higher wages in their manufacturing process gm f,0,2017-04-21 17:38:36,0,0,1,0.0,0.0,0.5635308623313904
2391,11858,tesla price action shows disdain for words coming out of s mouth waiting for another stock manipulating tweet model z,1,2018-02-09 16:15:47,0,1,0,0.0,0.7514351010322571,0.0
2392,29686,6 balance sheet in tatters more appropriate at the risk of repeating myself im sure that no matter how many cars sold theyre still losing money maybe on revenue prodsales nos but im looking at cash accounts payable as will be their suppliers lenders etc tesla,1,2018-09-24 10:03:54,1,0,0,0.5908325910568237,0.0,0.0
2393,2279,is it just me or was this tesla event meant to begin 20 minutes ago,0,2015-05-01 03:49:28,0,0,1,0.0,0.0,0.5074974894523621
2394,1912,spacex rocket explosion comes at worst possible time for elon musk tesla scty elonmusk,1,2016-09-01 16:46:47,1,0,0,0.49518638849258423,0.0,0.0
2395,9523,tesla system allowed car to travel without hands on wheel bloomberg reports,0,2017-09-11 19:36:13,1,0,0,0.6038580536842346,0.0,0.0
2396,7336,rt aapl algos triggered sell in sigmax crossfinder ats lx 1023 pt 10750 goog fb amzn tesla nflx bidu gpro baba qqq hft,1,2015-01-22 15:23:40,0,1,0,0.0,0.8481809496879578,0.0
2397,20418,breaking automotive division china nev newenergyvehicles teslamodelx modelx teslamodels models msrp drop in china auto market of a substantial amount as import tariffs move 45 to 15 from historical 25tsla via,0,2018-12-17 17:19:40,0,1,0,0.0,0.8972873091697693,0.0
2398,36591,tesla stock stuck in neutral until two things happen via tesla tesla,0,2016-01-04 00:39:13,0,1,0,0.0,0.9295212626457214,0.0
2399,32974,tech stocks to watch up to 4947 return in 3 months tesla ibmtechstocks algotrading,0,2015-04-30 05:30:37,0,0,1,0.0,0.0,0.8328121900558472
2400,19704,uvxy proshares ultra vix shortterm futures etf stock message boarduvxy nvax unp tesla uvxy nasdaq share,0,2015-06-22 15:48:08,0,0,1,0.0,0.0,0.9429696202278137
2401,33252,bought back fb aapl dec30 calls added tesla dec30 calls,1,2016-12-15 14:47:34,0,1,0,0.0,0.6709152460098267,0.0
2402,37319,hi teamthks for fl see my last price target for aapl twtr tesla goog on,0,2015-07-30 08:25:26,0,1,0,0.0,0.7338957786560059,0.0
2403,5045,portfoliobuzz track trending assets in 1 watchlist blockchain djia spx tesla usdcad assetsblockchaindjiaspxtslausdcad,1,2016-09-12 20:09:20,0,1,0,0.0,0.5139039158821106,0.0
2404,24056,and that helps tesla sell a lower priced car without a dealer network to service additional units,1,2017-02-17 22:37:35,0,1,0,0.0,0.607537031173706,0.0
2405,34756,thoughts on tesla i like this dip as a buying opportunity,1,2015-02-12 13:19:33,0,1,0,0.0,0.8061456084251404,0.0
2406,13468,this aged very well montanaskeptic tesla tslaq,0,2018-10-04 23:44:10,0,1,0,0.0,0.6643245816230774,0.0
2407,35872,tesla going private good move why because market will be getting major value correction imo especially amzn spy dia qqq,1,2018-08-07 19:50:10,0,0,1,0.0,0.0,0.8677825927734375
2408,26428,wow wonder who why folks would dollar cost avg into this just insane tesla tesla,0,2016-02-09 14:30:05,0,1,0,0.0,0.482209175825119,0.0
2409,31754,tesla after an initial meeting of the boards outside directors to discuss my proposal i did not participate nor did kimbal a full board meeting was held on what date exactly i would say the odds favor this meeting happened after he went public,1,2018-08-13 13:08:18,0,1,0,0.0,0.6920357942581177,0.0
2410,2980,swing trading up to 6068 return in 3 monthstsla nflxalgotrading,0,2015-04-22 14:10:09,0,1,0,0.0,0.7498432993888855,0.0
2411,1146,bollinger breakout on daily pretty much imminent and done deal tesla on the launch pad awaiting take offcould happen tomorrow or very soon,0,2017-10-19 00:53:57,0,1,0,0.0,0.7076250910758972,0.0
2412,22252,that was fastdidnt get a chance to respond to tesla ridiculous statement1hansen was allegedly assigned these investigations by tesla so they were not his allegations2 they allegedly reached out only after he was dischargedweeks after his report to them emails backup,1,2018-08-20 14:23:27,0,1,0,0.0,0.5983368158340454,0.0
2413,24075,tesla 250m whaaaaaat you looking at did you go to some for profit accounting school jeeeezus good luck to you im done here,1,2018-07-08 23:26:19,0,0,1,0.0,0.0,0.5629810690879822
2414,20214,high enough eh tesla,1,2018-09-09 12:40:54,0,1,0,0.0,0.8861497640609741,0.0
2415,25858,probably doesnt help that the vp of regulatory affairs deputy general counsel resigned gee i wonder why tesla,1,2016-07-06 21:25:49,0,1,0,0.0,0.8173901438713074,0.0
